,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech,Region
77736,CHE,Switzerland,2001,3518.41,3682.373,7200.783,0.564,174.421,22692.36,1.627045281,1.425,80.12,77.254,82.802,0.928973397,1.056087459,1.078943559,0.921733506,0.717, Western Europe
77774,CHE,Switzerland,2002,3538.982,3702.529,7241.511,0.6547,175.407,22621.67,1.533381638,1.418,80.384,77.587,82.996,0.875495456,1.052797629,1.08504612,0.917205692,0.678, Western Europe
77841,CHE,Switzerland,2003,3563.293,3725.786,7289.079,0.7588,176.559,22516.48,1.504168085,1.416,80.651,77.921,83.195,0.858815764,1.04790236,1.092173565,0.915912031,0.668, Western Europe
77915,CHE,Switzerland,2004,3592.235,3752.362,7344.597,0.8678,177.904,22959.65,1.499741919,1.42,80.917,78.251,83.396,0.856288612,1.068526975,1.100492214,0.918499353,0.653, Western Europe
78011,CHE,Switzerland,2005,3626.284,3782.324,7408.608,0.988,179.455,23480.64,1.522958159,1.429,81.177,78.57,83.597,0.869544094,1.092773658,1.110083429,0.924320828,0.649, Western Europe
78056,CHE,Switzerland,2006,3666.103,3816.064,7482.167,1.0972,181.236,24262.44,1.526295791,1.442,81.422,78.865,83.794,0.87144974,1.129157894,1.121105287,0.932729625,0.629, Western Europe
78127,CHE,Switzerland,2007,3711.237,3853.475,7564.712,1.1612,183.236,25025.24,1.370574319,1.457,81.648,79.131,83.983,0.782539427,1.164658351,1.133473581,0.942432083,0.548, Western Europe
78185,CHE,Switzerland,2008,3759.615,3893.447,7653.062,1.1653,185.376,25293.2,1.439293187,1.472,81.852,79.364,84.163,0.821774967,1.177129187,1.146711678,0.952134541,0.569, Western Europe
78227,CHE,Switzerland,2009,3808.343,3934.425,7742.768,1.1271,187.549,24538.19,1.465109119,1.487,82.032,79.564,84.332,0.836514762,1.141991546,1.160152954,0.961836999,0.597, Western Europe
78291,CHE,Switzerland,2010,3855.294,3975.24,7830.534,1.0754,189.675,25033.24,1.349716379,1.5,82.192,79.735,84.491,0.770630434,1.165030567,1.173303546,0.970245796,0.539, Western Europe
78367,CHL,Chile,1960,3782.352,3866.674,7649.026,2.5393,10.109,4270.28,0.480976271,5.582,57.029,54.423,59.75,0.682589064,0.667132366,0.578860793,2.127286585,1.126, Latin America
78461,CHL,Chile,1961,3878.934,3966.812,7845.746,2.5414,10.369,4366.3,0.50307517,5.543,57.416,54.736,60.215,0.713951249,0.682134469,0.593748113,2.11242378,1.152, Latin America
78506,CHL,Chile,1962,3978.088,4069.602,8047.69,2.507,10.636,4465.25,0.566746483,5.463,57.832,55.085,60.701,0.804311927,0.697591885,0.609030773,2.081935976,1.269, Latin America
78540,CHL,Chile,1963,4078.378,4173.621,8251.999,2.4307,10.906,4639.28,0.573557995,5.342,58.278,55.47,61.209,0.813978648,0.724781179,0.624492411,2.035823171,1.236, Latin America
78656,CHL,Chile,1964,4177.975,4277.064,8455.039,2.3267,11.175,4638.29,0.565225069,5.185,58.754,55.892,61.738,0.802152775,0.72462562,0.639858013,1.975990854,1.219, Latin America
78667,CHL,Chile,1965,4275.505,4378.566,8654.071,2.2134,11.438,4577.14,0.55985212,5,59.255,56.347,62.286,0.794527626,0.71507237,0.6549203,1.905487805,1.223, Latin America
78763,CHL,Chile,1966,4370.303,4477.454,8847.757,2.1079,11.694,4984.45,0.579242852,4.799,59.778,56.83,62.847,0.822046451,0.778705944,0.669578014,1.828887195,1.162, Latin America
78798,CHL,Chile,1967,4462.46,4573.776,9036.236,2.0145,11.943,5045.81,0.581215453,4.593,60.318,57.336,63.419,0.824845915,0.788290827,0.683841673,1.750381098,1.152, Latin America
78878,CHL,Chile,1968,4552.314,4667.805,9220.119,1.9397,12.186,5127.64,0.627757624,4.392,60.872,57.86,64.001,0.890897359,0.801076294,0.697757518,1.673780488,1.224, Latin America
78952,CHL,Chile,1969,4640.559,4760.146,9400.705,1.878,12.425,5220.44,0.654312629,4.202,61.44,58.401,64.592,0.928583533,0.815573131,0.711423853,1.601371951,1.253, Latin America
79035,CHL,Chile,1970,4727.696,4851.227,9578.923,1.8251,12.66,5231.43,0.702166621,4.023,62.026,58.962,65.199,0.99649668,0.817290231,0.724910984,1.533155488,1.342, Latin America
79053,CHL,Chile,1971,4814.021,4941.331,9755.352,1.77,12.893,5597.31,0.757430383,3.851,62.636,59.547,65.831,1.074925578,0.874450472,0.738262727,1.467606707,1.353, Latin America
79137,CHL,Chile,1972,4899.324,5030.236,9929.56,1.7059,13.123,5428.56,0.774253844,3.679,63.275,60.159,66.491,1.098800999,0.848087378,0.75144639,1.402057927,1.426, Latin America
79210,CHL,Chile,1973,4983.063,5117.34,10100.403,1.6289,13.349,5033.68,0.746603873,3.504,63.943,60.799,67.183,1.059560876,0.786396496,0.764375398,1.335365854,1.483, Latin America
79282,CHL,Chile,1974,5064.473,5201.805,10266.278,1.548,13.568,4991.99,0.689441685,3.33,64.639,61.465,67.902,0.978437779,0.779882674,0.776928438,1.269054878,1.381, Latin America
79355,CHL,Chile,1975,5143.198,5283.234,10426.432,1.4659,13.78,4273.29,0.601931706,3.163,65.36,62.155,68.649,0.854245884,0.667603456,0.789048527,1.205411585,1.409, Latin America
79369,CHL,Chile,1976,5219.03,5361.369,10580.399,1.4018,13.984,4347.03,0.621243112,3.013,66.107,62.868,69.423,0.881652131,0.679122523,0.800700397,1.148246951,1.429, Latin America
79455,CHL,Chile,1977,5292.745,5437.012,10729.757,1.3753,14.181,4700.08,0.587338558,2.887,66.87,63.596,70.213,0.833535666,0.734279838,0.812003469,1.100228659,1.25, Latin America
79536,CHL,Chile,1978,5366.2,5512.143,10878.343,1.3961,14.377,5010.66,0.575271436,2.788,67.635,64.328,71.004,0.81641032,0.782800209,0.823248118,1.0625,1.148, Latin America
79599,CHL,Chile,1979,5441.868,5589.412,11031.28,1.4499,14.58,5344.66,0.614615892,2.718,68.39,65.054,71.781,0.872246953,0.83498006,0.83482204,1.035823171,1.15, Latin America
79671,CHL,Chile,1980,5521.596,5670.788,11192.384,1.5148,14.792,5680.41,0.615597178,2.675,69.115,65.756,72.52,0.873639567,0.88743386,0.847014022,1.019435976,1.084, Latin America
79743,CHL,Chile,1981,5606.137,5757.082,11363.219,1.572,15.018,5932.45,0.589269643,2.656,69.792,66.422,73.2,0.836276212,0.926807902,0.859942424,1.012195122,0.993, Latin America
79801,CHL,Chile,1982,5695.256,5848.007,11543.263,1.6189,15.256,5034.95,0.487037331,2.65,70.413,67.043,73.809,0.691190763,0.786594571,0.873567743,1.009908537,0.967, Latin America
79835,CHL,Chile,1983,5788.582,5943.072,11731.654,1.6484,15.505,4810.23,0.484415923,2.651,70.972,67.614,74.343,0.687470529,0.751487366,0.887824743,1.010289634,1.007, Latin America
79919,CHL,Chile,1984,5885.331,6041.316,11926.647,1.6656,15.763,5010.89,0.507602849,2.655,71.469,68.135,74.801,0.720376814,0.78283579,0.902581367,1.011814024,1.013, Latin America
79937,CHL,Chile,1985,5984.922,6142.034,12126.956,1.6743,16.028,5029.55,0.48355086,2.657,71.907,68.608,75.189,0.686242854,0.785751882,0.917740294,1.01257622,0.961, Latin America
80050,CHL,Chile,1986,6086.924,6244.78,12331.704,1.6854,16.298,5227.42,0.491983914,2.656,72.298,69.043,75.52,0.698210826,0.816663678,0.933235154,1.012195122,0.941, Latin America
80069,CHL,Chile,1987,6191.509,6349.789,12541.298,1.7061,16.575,5480.24,0.49301117,2.653,72.658,69.451,75.816,0.699668681,0.856161744,0.949096749,1.011051829,0.9, Latin America
80189,CHL,Chile,1988,6299.33,6457.765,12757.095,1.7402,16.861,5780.4,0.575601263,2.649,73.002,69.843,76.096,0.816878402,0.903053825,0.965427772,1.009527439,0.996, Latin America
80202,CHL,Chile,1989,6411.317,6569.715,12981.032,1.7782,17.156,6282.9,0.680377338,2.64,73.337,70.224,76.371,0.965573893,0.981557873,0.982374812,1.006097561,1.083, Latin America
80262,CHL,Chile,1990,6527.843,6686.087,13213.93,1.8189,17.464,6400.94,0.704635184,2.624,73.664,70.591,76.647,1,1,1,1,1.101, Latin America
80326,CHL,Chile,1991,6649.253,6807.223,13456.476,1.8409,17.785,6784.49,0.652176692,2.597,73.98,70.937,76.925,0.925552266,1.059919804,1.018355327,0.989710366,0.961, Latin America
80400,CHL,Chile,1992,6774.44,6932.045,13706.485,1.8211,18.115,7482.81,0.662824933,2.559,74.28,71.256,77.199,0.940663974,1.169016682,1.037275436,0.975228659,0.886, Latin America
80494,CHL,Chile,1993,6900.539,7057.839,13958.378,1.7495,18.448,7869.49,0.693060469,2.51,74.564,71.548,77.47,0.983573464,1.229425866,1.056338122,0.956554878,0.881, Latin America
80534,CHL,Chile,1994,7023.743,7180.983,14204.726,1.6435,18.774,8181.68,0.746582511,2.453,74.837,71.821,77.742,1.059530559,1.278198603,1.074981175,0.934832317,0.913, Latin America
80629,CHL,Chile,1995,7141.274,7298.829,14440.103,1.5272,19.085,8910.44,0.801794835,2.388,75.115,72.091,78.027,1.137886459,1.392051406,1.092793968,0.910060976,0.9, Latin America
80698,CHL,Chile,1996,7251.997,7410.326,14662.323,1.423,19.379,9427,0.902380885,2.321,75.416,72.379,78.34,1.280635575,1.47275138,1.10961107,0.884527439,0.957, Latin America
80747,CHL,Chile,1997,7356.468,7515.99,14872.458,1.3355,19.656,9906.16,1.029957523,2.254,75.747,72.698,78.683,1.461689036,1.547608829,1.125513606,0.858993902,1.04, Latin America
80812,CHL,Chile,1998,7455.705,7616.704,15072.409,1.2732,19.921,10088.43,1.04422591,2.192,76.109,73.05,79.055,1.481938361,1.576084334,1.14064544,0.835365854,1.035, Latin America
80887,CHL,Chile,1999,7551.492,7714.044,15265.536,1.2296,20.176,9883.61,1.087613301,2.135,76.496,73.431,79.448,1.543512622,1.544085886,1.15526085,0.813643293,1.1, Latin America
80949,CHL,Chile,2000,7645.182,7809.22,15454.402,1.1892,20.425,10198.93,1.035691967,2.087,76.89,73.821,79.843,1.46982721,1.593347451,1.169553797,0.79535061,1.015, Latin America
81002,CHL,Chile,2001,7736.948,7902.341,15639.289,1.1458,20.67,10421.49,0.919926731,2.047,77.262,74.193,80.216,1.305536186,1.628117116,1.183545622,0.780106707,0.883, Latin America
81088,CHL,Chile,2002,7826.424,7993.098,15819.522,1.1073,20.908,10532.65,0.954327191,2.014,77.592,74.522,80.548,1.354356428,1.645484369,1.197185243,0.767530488,0.906, Latin America
81098,CHL,Chile,2003,7913.829,8081.829,15995.658,1.0732,21.141,10837.39,0.939004822,1.985,77.867,74.795,80.828,1.332611319,1.693092698,1.210514813,0.756478659,0.866, Latin America
81163,CHL,Chile,2004,7999.347,8168.894,16168.241,1.0429,21.369,11485.27,1.012787971,1.96,78.087,75.012,81.055,1.437322453,1.794309113,1.223575499,0.74695122,0.882, Latin America
81266,CHL,Chile,2005,8083.16,8254.589,16337.749,1.0157,21.593,12079.85,1.030374503,1.939,78.262,75.186,81.236,1.462280802,1.887198561,1.236403477,0.738948171,0.853, Latin America
81298,CHL,Chile,2006,8165.421,8339.109,16504.53,0.9909,21.813,12648.01,1.063950322,1.92,78.412,75.34,81.387,1.509930735,1.975959726,1.249025082,0.731707317,0.841, Latin America
81378,CHL,Chile,2007,8246.322,8422.57,16668.892,0.9689,22.031,13176.05,1.164084571,1.903,78.563,75.502,81.531,1.652038668,2.058454333,1.261463622,0.725228659,0.883, Latin America
81422,CHL,Chile,2008,8326.107,8505.077,16831.184,0.9493,22.245,13479.08,1.153988929,1.888,78.735,75.694,81.687,1.637711194,2.105796241,1.273745509,0.719512195,0.856, Latin America
81524,CHL,Chile,2009,8405.037,8586.692,16991.729,0.9316,22.457,13210.09,1.079584073,1.873,78.936,75.922,81.86,1.53211775,2.063771352,1.285895188,0.713795732,0.817, Latin America
81566,CHL,Chile,2010,8483.301,8667.459,17150.76,0.9152,22.667,13883.18,1.148928677,1.858,79.168,76.189,82.055,1.630529816,2.16892751,1.29793029,0.708079268,0.828, Latin America
81616,CHN,China,1960,337491.426,313188.688,650680.114,1.5598,67.801,662.14,0.327205328,5.758,43.348,41.898,45.112,0.568264658,0.353909715,0.558318124,2.297685555,4.942, China
81668,CHN,China,1961,342332.631,318576.145,660908.776,1.5841,68.866,552.89,0.227792406,5.887,43.645,42.011,45.639,0.395612059,0.295517825,0.567094859,2.349162011,4.12, China
81741,CHN,China,1962,347181.798,324280.034,671461.832,1.6959,69.966,550.44,0.178844119,6.008,44.573,42.879,46.638,0.310602499,0.294205424,0.576149942,2.397446129,3.249, China
81831,CHN,China,1963,352470.38,330476.21,682946.59,1.9134,71.163,590.29,0.174373812,6.103,46.204,44.591,48.158,0.302838817,0.315506514,0.586004475,2.435355148,2.954, China
81894,CHN,China,1964,358762.163,337377.877,696140.04,2.189,72.538,644.82,0.171158091,6.157,48.484,47.076,50.161,0.297254004,0.344651099,0.597325156,2.456903432,2.654, China
81977,CHN,China,1965,366429.845,345116.739,711546.584,2.4749,74.143,701.59,0.182418134,6.161,51.237,50.109,52.533,0.316809568,0.374997026,0.61054479,2.458499601,2.6, China
82009,CHN,China,1966,375631.978,353744.578,729376.556,2.6988,76.001,746.32,0.195462822,6.11,54.196,53.349,55.102,0.339464564,0.398901175,0.625843854,2.438148444,2.619, China
82110,CHN,China,1967,386167.101,363161.769,749328.87,2.8179,78.08,706.92,0.15766642,6.011,57.047,56.408,57.647,0.273822724,0.37784448,0.642964,2.398643256,2.23, China
82125,CHN,China,1968,397593.483,373150.846,770744.329,2.8059,80.311,674.91,0.165914941,5.871,59.536,58.983,59.979,0.288148112,0.360737365,0.661339602,2.342777334,2.458, China
82197,CHN,China,1969,409272.463,383404.356,792676.819,2.7009,82.597,712.97,0.198585346,5.692,61.539,60.938,61.99,0.344887518,0.381079853,0.680158844,2.271348763,2.785, China
82271,CHN,China,1970,420709.051,393668.663,814377.714,2.5866,84.858,778.35,0.25838379,5.47,63,62.236,63.61,0.448740786,0.416023976,0.698779365,2.182761373,3.32, China
82323,CHN,China,1971,431803.957,403913.182,835717.139,2.4815,87.081,794.96,0.286053724,5.2,63.963,62.962,64.828,0.496795767,0.424901662,0.717089726,2.075019952,3.598, China
82393,CHN,China,1972,442602.337,414112.604,856714.941,2.3356,89.269,798.33,0.296531539,4.887,64.602,63.36,65.741,0.514992818,0.426703148,0.735106957,1.950119713,3.714, China
82455,CHN,China,1973,452931.521,424028.784,876960.305,2.1484,91.379,838.39,0.301181249,4.542,65.073,63.635,66.44,0.523068071,0.448116591,0.752478555,1.81245012,3.592, China
82515,CHN,China,1974,462625.276,433379.896,896005.172,1.9414,93.363,835.15,0.300705854,4.181,65.44,63.871,66.963,0.522242441,0.446380251,0.768820063,1.66839585,3.601, China
82614,CHN,China,1975,471586.84,441983.389,913570.229,1.7241,95.194,871.18,0.341966047,3.826,65.752,64.123,67.355,0.593899923,0.465640596,0.783891816,1.526735834,3.925, China
82676,CHN,China,1976,479722.951,449734.365,929457.316,1.5339,96.849,852.67,0.350962862,3.497,66.041,64.412,67.656,0.609524889,0.455747008,0.797523781,1.395450918,4.116, China
82716,CHN,China,1977,487097.541,456726.628,943824.169,1.4087,98.346,893.63,0.378592763,3.212,66.305,64.706,67.9,0.657510342,0.477637864,0.809851304,1.281723863,4.237, China
82753,CHN,China,1978,493981.469,463232.756,957214.225,1.3689,99.741,977.95,0.416559835,2.982,66.549,64.983,68.121,0.723448588,0.522708681,0.821340684,1.189944134,4.26, China
82818,CHN,China,1979,500760.563,469647.224,970407.787,1.3925,101.116,1039.41,0.420083191,2.813,66.793,65.254,68.346,0.729567678,0.555557577,0.832661462,1.122505986,4.042, China
82889,CHN,China,1980,507738.762,476276.915,984015.677,1.4187,102.534,1061.05,0.406606327,2.71,67.049,65.528,68.594,0.706162112,0.567125702,0.844337754,1.081404629,3.832, China
82973,CHN,China,1981,514933.641,483141.605,998075.246,1.4383,103.999,1110.19,0.396591341,2.673,67.318,65.804,68.866,0.688768866,0.593391151,0.856401612,1.066640064,3.572, China
83018,CHN,China,1982,522326.179,490207.613,1012533.792,1.4953,105.506,1186.05,0.425606536,2.682,67.588,66.076,69.143,0.739160192,0.633937954,0.868807813,1.070231445,3.588, China
83117,CHN,China,1983,530131.13,497656.782,1027787.912,1.5932,107.095,1257.74,0.442312071,2.72,67.848,66.337,69.411,0.76817306,0.672255761,0.881896659,1.085395052,3.517, China
83157,CHN,China,1984,538597.708,505695.791,1044293.499,1.7095,108.815,1395.86,0.473937643,2.769,68.1,66.589,69.672,0.823097884,0.746077758,0.89605933,1.104948125,3.395, China
83224,CHN,China,1985,547864.246,514434.971,1062299.217,1.8402,110.691,1519.15,0.504833282,2.811,68.344,66.833,69.925,0.876755016,0.811977559,0.911509193,1.121707901,3.323, China
83326,CHN,China,1986,558048.387,523980.098,1082028.485,1.9379,112.747,1597.01,0.521440062,2.826,68.581,67.069,70.171,0.905596374,0.853589244,0.928437953,1.127693536,3.265, China
83329,CHN,China,1987,569002.775,534199.185,1103201.96,1.9502,114.953,1737.05,0.546221836,2.806,68.81,67.297,70.41,0.948635424,0.928443835,0.94660592,1.11971269,3.145, China
83393,CHN,China,1988,580264.585,544663.199,1124927.784,1.8537,117.217,1830.04,0.574409317,2.745,69.032,67.518,70.643,0.99758924,0.978142969,0.965247832,1.095371109,3.139, China
83513,CHN,China,1989,591194.173,554781.331,1145975.504,1.6833,119.41,1834.19,0.573149249,2.644,69.248,67.732,70.869,0.995400853,0.980360815,0.983307895,1.055067837,3.125, China
83581,CHN,China,1990,601314.352,564114.615,1165428.967,1.4971,121.437,1870.93,0.575797427,2.506,69.452,67.934,71.086,1,1,1,1,3.078, China
83588,CHN,China,1991,610483.062,572525.347,1183008.409,1.3323,123.269,1967.18,0.595777675,2.342,69.638,68.114,71.286,1.034700136,1.051446048,1.015084096,0.934557063,3.029, China
83680,CHN,China,1992,618782.418,580092.645,1198875.063,1.1798,124.922,2132.18,0.613242383,2.171,69.805,68.272,71.47,1.065031475,1.139634089,1.028698528,0.86632083,2.876, China
83743,CHN,China,1993,626239.106,586864.568,1213103.674,1.0511,126.405,2311.82,0.647122762,2.009,69.96,68.417,71.643,1.123872272,1.235653954,1.040907433,0.801675978,2.799, China
83831,CHN,China,1994,632954.905,592966.68,1225921.585,0.9426,127.741,2514.66,0.680296367,1.865,70.115,68.561,71.814,1.181485598,1.344069409,1.051905882,0.744213887,2.705, China
83880,CHN,China,1995,639024.36,598507.069,1237531.429,0.8341,128.95,2863.48,0.731658186,1.746,70.295,68.736,72.002,1.270686794,1.530513902,1.061867745,0.696727853,2.555, China
83965,CHN,China,1996,644422.335,603474.757,1247897.092,0.7285,130.03,2891.99,0.756787564,1.656,70.529,68.976,72.229,1.314329535,1.545749111,1.070762035,0.660814046,2.617, China
83989,CHN,China,1997,649156.356,607865.428,1257021.784,0.6503,130.981,3013.35,0.752687035,1.591,70.832,69.3,72.506,1.307208057,1.610616079,1.078591505,0.634876297,2.498, China
84086,CHN,China,1998,653407.616,611814.92,1265222.536,0.6062,131.836,2993.19,0.716519801,1.546,71.208,69.71,72.836,1.24439563,1.599842444,1.085628187,0.616919393,2.394, China
84099,CHN,China,1999,657415.692,615499.58,1272915.272,0.5885,132.637,3162.23,0.710842285,1.52,71.646,70.197,73.214,1.234535362,1.690193296,1.092228963,0.606544294,2.248, China
84186,CHN,China,2000,661367.88,619060.703,1280428.583,0.5811,133.42,3420.87,0.725226703,1.51,72.124,70.73,73.622,1.259517097,1.82843035,1.098675783,0.602553871,2.12, China
84248,CHN,China,2001,665336.08,622554.369,1287890.449,0.5754,134.198,3758.93,0.738469643,1.514,72.609,71.271,74.036,1.282516401,2.009124284,1.105078461,0.60415004,1.965, China
84293,CHN,China,2002,669325.053,625996.967,1295322.02,0.5764,134.972,4197.15,0.777744055,1.527,73.064,71.774,74.43,1.350725132,2.243346772,1.111455144,0.60933759,1.853, China
84387,CHN,China,2003,673370.656,629439.602,1302810.258,0.582,135.752,4802.84,0.947203933,1.546,73.462,72.209,74.784,1.645029813,2.567088197,1.11788045,0.616919393,1.972, China
84442,CHN,China,2004,677489.23,632925.156,1310414.386,0.5906,136.545,5168.71,1.100488529,1.566,73.793,72.562,75.087,1.911242528,2.762640934,1.124405196,0.624900239,2.129, China
84532,CHN,China,2005,681691.893,636484.942,1318176.835,0.6028,137.354,5575.37,1.197830183,1.585,74.053,72.83,75.339,2.080297911,2.980000277,1.13106579,0.632482043,2.148, China
84580,CHN,China,2006,686000.068,640146.365,1326146.433,0.6162,138.184,6047.56,1.319039856,1.602,74.253,73.029,75.545,2.290805403,3.232382435,1.137904128,0.639265762,2.181, China
84635,CHN,China,2007,690426.137,643917.372,1334343.509,0.6267,139.038,6303.02,1.388054866,1.617,74.418,73.187,75.723,2.410665282,3.368925182,1.144937655,0.645251397,2.202, China
84716,CHN,China,2008,694953.103,647779.501,1342732.604,0.6321,139.912,6724.78,1.428864537,1.63,74.57,73.333,75.889,2.481540331,3.594350757,1.152135945,0.650438947,2.125, China
84797,CHN,China,2009,699549.869,651697.686,1351247.555,0.6325,140.8,7308.2,1.552406139,1.642,74.718,73.477,76.049,2.696097738,3.906186767,1.159442225,0.655227454,2.124, China
84849,CHN,China,2010,704183.055,655638.41,1359821.465,0.6318,141.693,8031.94,1.661876988,1.65,74.868,73.626,76.207,2.886218158,4.293021884,1.166799096,0.658419792,2.069, China
84920,CIV,CÌ«te.d.Ivoire,1960,1775.127,1699.597,3474.724,3.5995,10.776,1256.3,0.036261873,7.351,36.865,35.909,37.884,0.277888562,0.960945556,0.286792641,1.156544997,0.289, Africa
84971,CIV,CÌ«te.d.Ivoire,1961,1842.65,1759.425,3602.075,3.771,11.171,1325.81,0.041920282,7.427,37.555,36.566,38.61,0.32125111,1.01411546,0.297303786,1.168502203,0.316, Africa
85003,CIV,CÌ«te.d.Ivoire,1962,1916.271,1824.232,3740.503,3.9153,11.6,1334.88,0.042774996,7.501,38.223,37.207,39.312,0.327801107,1.021052914,0.308729192,1.180144745,0.32, Africa
85091,CIV,CÌ«te.d.Ivoire,1963,1995.908,1893.951,3889.859,4.0264,12.063,1492.48,0.043703384,7.572,38.867,37.827,39.986,0.334915697,1.141606339,0.32105656,1.191315293,0.293, Africa
85130,CIV,CÌ«te.d.Ivoire,1964,2081.3,1968.375,4049.675,4.1137,12.559,1688.09,0.051362146,7.639,39.488,38.429,40.635,0.393607717,1.291229391,0.334247263,1.201856514,0.304, Africa
85248,CIV,CÌ«te.d.Ivoire,1965,2172.313,2047.426,4219.739,4.1844,13.086,1580.74,0.075834074,7.701,40.104,39.021,41.283,0.581145433,1.20911408,0.348283804,1.211611076,0.48, Africa
85299,CIV,CÌ«te.d.Ivoire,1966,2268.939,2131.115,4400.054,4.2533,13.645,1628.34,0.080226288,7.757,40.736,39.619,41.962,0.614804645,1.245525856,0.363166429,1.220421649,0.493, Africa
85342,CIV,CÌ«te.d.Ivoire,1967,2371.473,2219.765,4591.238,4.3299,14.238,1573.67,0.088429308,7.806,41.406,40.235,42.699,0.677667516,1.203704882,0.378946147,1.2281309,0.562, Africa
85434,CIV,CÌ«te.d.Ivoire,1968,2480.43,2313.969,4794.399,4.418,14.868,1729.62,0.100325401,7.849,42.123,40.881,43.505,0.768831809,1.322991597,0.395714408,1.234896161,0.58, Africa
85459,CIV,CÌ«te.d.Ivoire,1969,2596.473,2414.489,5010.962,4.5059,15.54,1716.96,0.113551051,7.883,42.888,41.556,44.377,0.87018501,1.313309685,0.413588828,1.240245437,0.661, Africa
85560,CIV,CÌ«te.d.Ivoire,1970,2720.044,2521.87,5241.914,4.5803,16.256,1807.99,0.127052828,7.908,43.692,42.261,45.3,0.973654283,1.382936868,0.432650869,1.244178729,0.703, Africa
85603,CIV,CÌ«te.d.Ivoire,1971,2851.284,2636.31,5487.594,4.6298,17.018,1803.45,0.134485168,7.927,44.521,42.993,46.246,1.030611134,1.379462571,0.452928513,1.24716803,0.746, Africa
85675,CIV,CÌ«te.d.Ivoire,1972,2989.967,2757.666,5747.633,4.6533,17.824,1811.42,0.143015394,7.937,45.351,43.737,47.179,1.095981513,1.385563595,0.474391303,1.248741347,0.79, Africa
85710,CIV,CÌ«te.d.Ivoire,1973,3135.702,2885.703,6021.405,4.6488,18.673,1865.93,0.145314922,7.94,46.16,44.48,48.07,1.113603674,1.427258155,0.496987571,1.249213342,0.779, Africa
85783,CIV,CÌ«te.d.Ivoire,1974,3287.908,3020.028,6307.936,4.623,19.562,1839.07,0.153933077,7.934,46.933,45.208,48.901,1.179647882,1.406713912,0.520636927,1.248269352,0.837, Africa
85870,CIV,CÌ«te.d.Ivoire,1975,3446.093,3160.302,6606.395,4.5824,20.487,1763.65,0.164688911,7.916,47.661,45.911,49.665,1.26207394,1.349025565,0.545270781,1.245437382,0.934, Africa
85904,CIV,CÌ«te.d.Ivoire,1976,3609.861,3306.306,6916.167,4.5347,21.448,1893.19,0.156300448,7.884,48.339,46.58,50.362,1.197789946,1.448111115,0.570838374,1.240402769,0.826, Africa
86004,CIV,CÌ«te.d.Ivoire,1977,3779.059,3457.956,7237.015,4.4835,22.443,1902.64,0.15282544,7.837,48.973,47.208,51.008,1.171159633,1.455333295,0.597320145,1.233008181,0.803, Africa
86078,CIV,CÌ«te.d.Ivoire,1978,3953.691,3615.181,7568.872,4.4312,23.472,2009.17,0.17360579,7.774,49.564,47.792,51.613,1.33040738,1.536820035,0.624710564,1.223096287,0.864, Africa
86107,CIV,CÌ«te.d.Ivoire,1979,4133.861,3777.943,7911.804,4.374,24.536,1968.61,0.186935875,7.695,50.109,48.326,52.176,1.432560905,1.505801133,0.653015078,1.210667086,0.95, Africa
86158,CIV,CÌ«te.d.Ivoire,1980,4319.46,3946.089,8265.549,4.3169,25.633,2040.99,0.205310016,7.602,50.61,48.812,52.701,1.573368961,1.561159851,0.682212062,1.196035242,1.006, Africa
86259,CIV,CÌ«te.d.Ivoire,1981,4510.577,4119.597,8630.174,4.2475,26.763,2034.42,0.141132728,7.497,51.073,49.254,53.191,1.081553924,1.556135134,0.712307048,1.179515419,0.694, Africa
86302,CIV,CÌ«te.d.Ivoire,1982,4706.583,4298.054,9004.637,4.1506,27.925,1964.16,0.185015787,7.383,51.497,49.659,53.644,1.417846541,1.502393525,0.74321403,1.16157961,0.942, Africa
86345,CIV,CÌ«te.d.Ivoire,1983,4905.797,4480.448,9386.245,4.0228,29.108,1819.53,0.140631317,7.263,51.879,50.024,54.051,1.077711423,1.391763,0.774710737,1.142699811,0.773, Africa
86421,CIV,CÌ«te.d.Ivoire,1984,5106.045,4665.488,9771.533,3.8791,30.303,1696.37,0.150846341,7.139,52.21,50.342,54.402,1.155993045,1.297556809,0.806511181,1.123190686,0.889, Africa
86478,CIV,CÌ«te.d.Ivoire,1985,5305.796,4852.237,10158.033,3.7257,31.501,1716.3,0.196691623,7.013,52.478,50.599,54.689,1.507322928,1.312804264,0.838411658,1.103366897,1.146, Africa
86560,CIV,CÌ«te.d.Ivoire,1986,5503.82,5039.808,10543.628,3.5872,32.697,1704.83,0.154311211,6.884,52.672,50.779,54.905,1.182545661,1.304028545,0.87023744,1.083071114,0.905, Africa
86600,CIV,CÌ«te.d.Ivoire,1987,5700.459,5228.26,10928.719,3.4855,33.891,1618.19,0.191696758,6.752,52.781,50.871,55.039,1.46904537,1.237759753,0.902021624,1.062303335,1.185, Africa
86698,CIV,CÌ«te.d.Ivoire,1988,5897.644,5418.717,11316.361,3.429,35.094,1532.86,0.220742339,6.619,52.793,50.866,55.073,1.691632738,1.172492864,0.934016358,1.041378225,1.44, Africa
